Running on: a-a100-q-5
wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: emilej to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run xol7ny1n
wandb: Tracking run with wandb version 0.25.1
wandb: Run data is saved locally in /home/e12229987/synthetic-cover-text-generator/wandb/run-20260316_211936-xol7ny1n
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run dauntless-bee-13
wandb: ⭐️ View project at https://wandb.ai/emilej/entropy-steering-steganography
wandb: 🚀 View run at https://wandb.ai/emilej/entropy-steering-steganography/runs/xol7ny1n
wandb: Detected [huggingface_hub.inference] in use.
wandb: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
wandb: For more information, check out the docs at: https://weave-docs.wandb.ai/
🦥 Unsloth: Will patch your computer to enable 2x faster free finetuning.
🦥 Unsloth Zoo will now patch everything to make training faster!
==((====))==  Unsloth 2026.3.4: Fast Qwen3 patching. Transformers: 5.2.0.
   \\   /|    NVIDIA A100-SXM4-80GB. Num GPUs = 1. Max memory: 79.254 GB. Platform: Linux.
O^O/ \_/ \    Torch: 2.10.0+cu128. CUDA: 8.0. CUDA Toolkit: 12.8. Triton: 3.6.0
\        /    Bfloat16 = TRUE. FA [Xformers = 0.0.35. FA2 = False]
 "-____-"     Free license: http://github.com/unslothai/unsloth
Unsloth: Fast downloading is enabled - ignore downloading bars which are red colored!
unsloth/Qwen3-4B-Base does not have a padding token! Will use pad_token = <|PAD_TOKEN|>.
Local file not found at /home/e12229987/synthetic-cover-text-generator/data/stanfordnlp/imdb. Trying Hugging Face dataset: stanfordnlp/imdb
Using first 10000 samples out of 25000 total.
Unsloth: Tokenizing ["text"] (num_proc=64):   0%|          | 0/10000 [00:00<?, ? examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):   2%|▏         | 157/10000 [00:03<03:41, 44.51 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):   3%|▎         | 314/10000 [00:04<02:11, 73.38 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):   5%|▍         | 471/10000 [00:05<01:44, 90.81 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):   6%|▋         | 628/10000 [00:07<01:31, 102.15 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):   8%|▊         | 785/10000 [00:08<01:25, 108.10 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):   9%|▉         | 942/10000 [00:09<01:16, 117.81 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  11%|█         | 1099/10000 [00:10<01:13, 121.41 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  13%|█▎        | 1256/10000 [00:12<01:10, 123.65 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  14%|█▍        | 1413/10000 [00:13<01:08, 125.52 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  16%|█▌        | 1570/10000 [00:14<01:06, 126.79 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  17%|█▋        | 1727/10000 [00:15<01:04, 128.19 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  19%|█▉        | 1884/10000 [00:16<01:02, 129.67 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  20%|██        | 2041/10000 [00:18<01:02, 126.85 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  22%|██▏       | 2198/10000 [00:19<01:00, 128.12 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  24%|██▎       | 2355/10000 [00:20<00:59, 127.50 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  25%|██▌       | 2512/10000 [00:21<00:59, 126.22 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  27%|██▋       | 2668/10000 [00:23<00:58, 125.48 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  28%|██▊       | 2824/10000 [00:24<00:57, 124.15 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  30%|██▉       | 2980/10000 [00:25<00:56, 124.09 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  31%|███▏      | 3136/10000 [00:26<00:55, 122.79 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  33%|███▎      | 3292/10000 [00:28<00:54, 123.53 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  34%|███▍      | 3448/10000 [00:29<00:53, 123.17 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  36%|███▌      | 3604/10000 [00:30<00:52, 122.95 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  38%|███▊      | 3760/10000 [00:31<00:49, 125.47 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  39%|███▉      | 3916/10000 [00:33<00:48, 126.61 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  41%|████      | 4072/10000 [00:34<00:46, 126.98 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  42%|████▏     | 4228/10000 [00:35<00:45, 127.50 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  44%|████▍     | 4384/10000 [00:36<00:43, 128.51 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  45%|████▌     | 4540/10000 [00:37<00:42, 127.77 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  47%|████▋     | 4696/10000 [00:39<00:41, 127.72 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  49%|████▊     | 4852/10000 [00:40<00:40, 127.74 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  50%|█████     | 5008/10000 [00:41<00:39, 127.48 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  52%|█████▏    | 5164/10000 [00:42<00:37, 128.16 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  53%|█████▎    | 5320/10000 [00:44<00:36, 128.69 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  55%|█████▍    | 5476/10000 [00:45<00:35, 127.20 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  56%|█████▋    | 5632/10000 [00:46<00:34, 126.82 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  58%|█████▊    | 5788/10000 [00:47<00:33, 125.86 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  59%|█████▉    | 5944/10000 [00:49<00:32, 124.86 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  61%|██████    | 6100/10000 [00:50<00:31, 123.94 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  63%|██████▎   | 6256/10000 [00:51<00:30, 123.35 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  64%|██████▍   | 6412/10000 [00:52<00:28, 126.14 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  66%|██████▌   | 6568/10000 [00:54<00:27, 127.06 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  67%|██████▋   | 6724/10000 [00:55<00:25, 127.22 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  69%|██████▉   | 6880/10000 [00:56<00:24, 129.95 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  70%|███████   | 7036/10000 [00:57<00:23, 128.35 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  72%|███████▏  | 7192/10000 [00:58<00:21, 129.60 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  73%|███████▎  | 7348/10000 [01:00<00:20, 129.57 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  75%|███████▌  | 7504/10000 [01:01<00:19, 127.54 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  77%|███████▋  | 7660/10000 [01:02<00:18, 129.46 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  78%|███████▊  | 7816/10000 [01:03<00:16, 129.94 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  80%|███████▉  | 7972/10000 [01:04<00:15, 129.08 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  81%|████████▏ | 8128/10000 [01:06<00:14, 129.37 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  83%|████████▎ | 8284/10000 [01:07<00:13, 129.96 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  84%|████████▍ | 8440/10000 [01:08<00:12, 129.97 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  86%|████████▌ | 8596/10000 [01:09<00:10, 130.38 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  88%|████████▊ | 8752/10000 [01:10<00:09, 129.67 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  89%|████████▉ | 8908/10000 [01:12<00:08, 129.50 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  91%|█████████ | 9064/10000 [01:13<00:07, 130.57 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  92%|█████████▏| 9220/10000 [01:14<00:06, 129.66 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  94%|█████████▍| 9376/10000 [01:15<00:04, 130.56 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  95%|█████████▌| 9532/10000 [01:16<00:03, 129.85 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  97%|█████████▋| 9688/10000 [01:18<00:02, 129.82 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64):  98%|█████████▊| 9844/10000 [01:19<00:01, 129.39 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64): 100%|██████████| 10000/10000 [01:20<00:00, 130.64 examples/s]Unsloth: Tokenizing ["text"] (num_proc=64): 100%|██████████| 10000/10000 [01:21<00:00, 123.35 examples/s]
wandb: updating run metadata
wandb: uploading output.log; uploading wandb-summary.json; uploading config.yaml
wandb: uploading output.log; uploading config.yaml
wandb: uploading history steps 621-626, summary, console lines 635-640
wandb: 
wandb: Run history:
wandb: train/avg_seconds_per_sample ▄▃▂▄▂█▁▄▁▂▇▃▅▄▂▄▅▇▄▃▁▂▃▆▂▃▃▃▆▃▃▅▄▅▅▃▄▂▆▃
wandb:                  train/epoch ▁▁▁▁▁▂▂▂▂▂▃▃▃▃▄▄▄▄▄▄▄▅▅▅▅▅▅▆▆▆▇▇▇▇▇▇▇▇▇█
wandb:            train/global_step ▁▁▁▁▁▂▂▃▃▃▃▃▃▄▄▄▄▅▅▅▅▅▅▅▅▆▆▆▆▇▇▇▇▇▇▇▇▇██
wandb:              train/grad_norm ▂█▂▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▂▁▂▁▂▁▁▂▂▁▁▂▁▂▂
wandb:          train/learning_rate ▄██████▇▇▇▇▇▇▇▇▆▆▆▆▆▆▆▅▅▅▄▄▄▄▄▃▃▃▃▃▂▂▂▂▁
wandb:                   train/loss ██▄▄▇▇▇█▆▅▇▇▅▆▇▃▂▂▄▃▂▅▄▅▃▄▅▅▄▂▅▂▃▁▃▃▄▄▄▅
wandb: 
wandb: Run summary:
wandb:                   total_flos 1.1797896866685542e+17
wandb: train/avg_seconds_per_sample 0.0278
wandb:                  train/epoch 2
wandb:            train/global_step 626
wandb:              train/grad_norm 0.3179
wandb:          train/learning_rate 0.0
wandb:                   train/loss 2.70298
wandb:                   train_loss 2.85821
wandb:                train_runtime 1065.6521
wandb:     train_samples_per_second 18.768
wandb:                           +1 ...
wandb: 
wandb: 🚀 View run dauntless-bee-13 at: https://wandb.ai/emilej/entropy-steering-steganography/runs/xol7ny1n
wandb: ⭐️ View project at: https://wandb.ai/emilej/entropy-steering-steganography
wandb: Synced 5 W&B file(s), 0 media file(s), 0 artifact file(s) and 0 other file(s)
wandb: Find logs at: ./wandb/run-20260316_211936-xol7ny1n/logs
🦥 Unsloth: Padding-free auto-enabled, enabling faster training.
{'loss': '3.066', 'grad_norm': '0.2476', 'learning_rate': '0', 'epoch': '0.0032'}
{'loss': '3.11', 'grad_norm': '0.2854', 'learning_rate': '2e-05', 'epoch': '0.0064'}
{'loss': '3.055', 'grad_norm': '0.2792', 'learning_rate': '4e-05', 'epoch': '0.0096'}
{'loss': '2.915', 'grad_norm': '0.2811', 'learning_rate': '6e-05', 'epoch': '0.0128'}
{'loss': '3.174', 'grad_norm': '0.9735', 'learning_rate': '8e-05', 'epoch': '0.016'}
{'loss': '2.97', 'grad_norm': '0.2556', 'learning_rate': '0.0001', 'epoch': '0.0192'}
{'loss': '3.074', 'grad_norm': '0.2567', 'learning_rate': '0.00012', 'epoch': '0.0224'}
{'loss': '2.898', 'grad_norm': '0.2508', 'learning_rate': '0.00014', 'epoch': '0.0256'}
{'loss': '2.993', 'grad_norm': '0.2377', 'learning_rate': '0.00016', 'epoch': '0.0288'}
{'loss': '2.981', 'grad_norm': '0.2302', 'learning_rate': '0.00018', 'epoch': '0.032'}
{'loss': '3.027', 'grad_norm': '1.265', 'learning_rate': '0.0002', 'epoch': '0.0352'}
{'loss': '2.975', 'grad_norm': '0.2292', 'learning_rate': '0.0001997', 'epoch': '0.0384'}
{'loss': '2.97', 'grad_norm': '0.3423', 'learning_rate': '0.0001994', 'epoch': '0.0416'}
{'loss': '3.081', 'grad_norm': '0.2474', 'learning_rate': '0.000199', 'epoch': '0.0448'}
{'loss': '2.998', 'grad_norm': '0.2633', 'learning_rate': '0.0001987', 'epoch': '0.048'}
{'loss': '2.845', 'grad_norm': '0.2544', 'learning_rate': '0.0001984', 'epoch': '0.0512'}
{'loss': '2.938', 'grad_norm': '0.3426', 'learning_rate': '0.0001981', 'epoch': '0.0544'}
{'loss': '3.172', 'grad_norm': '0.1933', 'learning_rate': '0.0001977', 'epoch': '0.0576'}
{'loss': '2.985', 'grad_norm': '0.2087', 'learning_rate': '0.0001974', 'epoch': '0.0608'}
{'loss': '3.057', 'grad_norm': '0.1964', 'learning_rate': '0.0001971', 'epoch': '0.064'}
{'loss': '2.833', 'grad_norm': '0.1871', 'learning_rate': '0.0001968', 'epoch': '0.0672'}
{'loss': '2.855', 'grad_norm': '0.1776', 'learning_rate': '0.0001964', 'epoch': '0.0704'}
{'loss': '2.872', 'grad_norm': '0.1863', 'learning_rate': '0.0001961', 'epoch': '0.0736'}
{'loss': '3.009', 'grad_norm': '0.2085', 'learning_rate': '0.0001958', 'epoch': '0.0768'}
{'loss': '3.021', 'grad_norm': '0.4876', 'learning_rate': '0.0001955', 'epoch': '0.08'}
{'loss': '2.987', 'grad_norm': '0.1752', 'learning_rate': '0.0001951', 'epoch': '0.0832'}
{'loss': '2.951', 'grad_norm': '0.1949', 'learning_rate': '0.0001948', 'epoch': '0.0864'}
{'loss': '2.826', 'grad_norm': '0.1666', 'learning_rate': '0.0001945', 'epoch': '0.0896'}
{'loss': '2.816', 'grad_norm': '3.71', 'learning_rate': '0.0001942', 'epoch': '0.0928'}
{'loss': '3.016', 'grad_norm': '0.1615', 'learning_rate': '0.0001938', 'epoch': '0.096'}
{'loss': '2.97', 'grad_norm': '0.2091', 'learning_rate': '0.0001935', 'epoch': '0.0992'}
{'loss': '3.007', 'grad_norm': '0.1619', 'learning_rate': '0.0001932', 'epoch': '0.1024'}
{'loss': '3', 'grad_norm': '0.2098', 'learning_rate': '0.0001929', 'epoch': '0.1056'}
{'loss': '2.933', 'grad_norm': '0.1494', 'learning_rate': '0.0001925', 'epoch': '0.1088'}
{'loss': '2.925', 'grad_norm': '0.1801', 'learning_rate': '0.0001922', 'epoch': '0.112'}
{'loss': '2.968', 'grad_norm': '0.1773', 'learning_rate': '0.0001919', 'epoch': '0.1152'}
{'loss': '2.997', 'grad_norm': '0.1656', 'learning_rate': '0.0001916', 'epoch': '0.1184'}
{'loss': '2.885', 'grad_norm': '0.1575', 'learning_rate': '0.0001912', 'epoch': '0.1216'}
{'loss': '2.953', 'grad_norm': '0.1551', 'learning_rate': '0.0001909', 'epoch': '0.1248'}
{'loss': '2.973', 'grad_norm': '0.1637', 'learning_rate': '0.0001906', 'epoch': '0.128'}
{'loss': '3.008', 'grad_norm': '0.1788', 'learning_rate': '0.0001903', 'epoch': '0.1312'}
{'loss': '2.954', 'grad_norm': '0.1591', 'learning_rate': '0.0001899', 'epoch': '0.1344'}
{'loss': '2.87', 'grad_norm': '0.1762', 'learning_rate': '0.0001896', 'epoch': '0.1376'}
{'loss': '2.987', 'grad_norm': '0.1707', 'learning_rate': '0.0001893', 'epoch': '0.1408'}
{'loss': '2.972', 'grad_norm': '0.165', 'learning_rate': '0.000189', 'epoch': '0.144'}
{'loss': '3.017', 'grad_norm': '0.1639', 'learning_rate': '0.0001886', 'epoch': '0.1472'}
{'loss': '2.939', 'grad_norm': '0.1628', 'learning_rate': '0.0001883', 'epoch': '0.1504'}
{'loss': '2.887', 'grad_norm': '0.145', 'learning_rate': '0.000188', 'epoch': '0.1536'}
{'loss': '2.871', 'grad_norm': '0.167', 'learning_rate': '0.0001877', 'epoch': '0.1568'}
{'loss': '2.798', 'grad_norm': '0.1528', 'learning_rate': '0.0001873', 'epoch': '0.16'}
{'loss': '2.968', 'grad_norm': '0.17', 'learning_rate': '0.000187', 'epoch': '0.1632'}
{'loss': '2.984', 'grad_norm': '0.1621', 'learning_rate': '0.0001867', 'epoch': '0.1664'}
{'loss': '2.985', 'grad_norm': '0.1794', 'learning_rate': '0.0001864', 'epoch': '0.1696'}
{'loss': '2.856', 'grad_norm': '0.151', 'learning_rate': '0.000186', 'epoch': '0.1728'}
{'loss': '2.802', 'grad_norm': '0.1783', 'learning_rate': '0.0001857', 'epoch': '0.176'}
{'loss': '2.851', 'grad_norm': '0.1573', 'learning_rate': '0.0001854', 'epoch': '0.1792'}
{'loss': '2.846', 'grad_norm': '0.1717', 'learning_rate': '0.0001851', 'epoch': '0.1824'}
{'loss': '2.912', 'grad_norm': '0.3081', 'learning_rate': '0.0001847', 'epoch': '0.1856'}
{'loss': '2.984', 'grad_norm': '0.194', 'learning_rate': '0.0001844', 'epoch': '0.1888'}
{'loss': '2.935', 'grad_norm': '0.1965', 'learning_rate': '0.0001841', 'epoch': '0.192'}
{'loss': '2.933', 'grad_norm': '0.1701', 'learning_rate': '0.0001838', 'epoch': '0.1952'}
{'loss': '2.856', 'grad_norm': '0.1739', 'learning_rate': '0.0001834', 'epoch': '0.1984'}
{'loss': '2.948', 'grad_norm': '0.1546', 'learning_rate': '0.0001831', 'epoch': '0.2016'}
{'loss': '2.909', 'grad_norm': '0.1795', 'learning_rate': '0.0001828', 'epoch': '0.2048'}
{'loss': '2.814', 'grad_norm': '0.4216', 'learning_rate': '0.0001825', 'epoch': '0.208'}
{'loss': '2.886', 'grad_norm': '0.2481', 'learning_rate': '0.0001821', 'epoch': '0.2112'}
{'loss': '2.926', 'grad_norm': '0.169', 'learning_rate': '0.0001818', 'epoch': '0.2144'}
{'loss': '2.894', 'grad_norm': '0.1455', 'learning_rate': '0.0001815', 'epoch': '0.2176'}
{'loss': '2.825', 'grad_norm': '0.1611', 'learning_rate': '0.0001812', 'epoch': '0.2208'}
{'loss': '3.018', 'grad_norm': '0.1714', 'learning_rate': '0.0001808', 'epoch': '0.224'}
{'loss': '3.031', 'grad_norm': '0.1691', 'learning_rate': '0.0001805', 'epoch': '0.2272'}
{'loss': '2.869', 'grad_norm': '0.1592', 'learning_rate': '0.0001802', 'epoch': '0.2304'}
{'loss': '2.946', 'grad_norm': '0.1693', 'learning_rate': '0.0001799', 'epoch': '0.2336'}
{'loss': '3.016', 'grad_norm': '11.95', 'learning_rate': '0.0001795', 'epoch': '0.2368'}
{'loss': '2.969', 'grad_norm': '0.2083', 'learning_rate': '0.0001792', 'epoch': '0.24'}
{'loss': '2.892', 'grad_norm': '0.1727', 'learning_rate': '0.0001789', 'epoch': '0.2432'}
{'loss': '3.001', 'grad_norm': '0.164', 'learning_rate': '0.0001786', 'epoch': '0.2464'}
{'loss': '2.915', 'grad_norm': '0.1441', 'learning_rate': '0.0001782', 'epoch': '0.2496'}
{'loss': '2.985', 'grad_norm': '0.1513', 'learning_rate': '0.0001779', 'epoch': '0.2528'}
{'loss': '3.019', 'grad_norm': '0.1701', 'learning_rate': '0.0001776', 'epoch': '0.256'}
{'loss': '2.934', 'grad_norm': '0.1558', 'learning_rate': '0.0001773', 'epoch': '0.2592'}
{'loss': '2.955', 'grad_norm': '0.1654', 'learning_rate': '0.0001769', 'epoch': '0.2624'}
{'loss': '2.951', 'grad_norm': '0.152', 'learning_rate': '0.0001766', 'epoch': '0.2656'}
{'loss': '2.965', 'grad_norm': '0.1574', 'learning_rate': '0.0001763', 'epoch': '0.2688'}
{'loss': '2.951', 'grad_norm': '0.1713', 'learning_rate': '0.000176', 'epoch': '0.272'}
{'loss': '2.898', 'grad_norm': '0.1633', 'learning_rate': '0.0001756', 'epoch': '0.2752'}
{'loss': '2.948', 'grad_norm': '0.1481', 'learning_rate': '0.0001753', 'epoch': '0.2784'}
{'loss': '2.952', 'grad_norm': '0.1581', 'learning_rate': '0.000175', 'epoch': '0.2816'}
{'loss': '2.947', 'grad_norm': '0.1638', 'learning_rate': '0.0001747', 'epoch': '0.2848'}
{'loss': '2.818', 'grad_norm': '0.163', 'learning_rate': '0.0001744', 'epoch': '0.288'}
{'loss': '2.997', 'grad_norm': '0.1685', 'learning_rate': '0.000174', 'epoch': '0.2912'}
{'loss': '2.932', 'grad_norm': '0.1816', 'learning_rate': '0.0001737', 'epoch': '0.2944'}
{'loss': '2.929', 'grad_norm': '0.1647', 'learning_rate': '0.0001734', 'epoch': '0.2976'}
{'loss': '2.875', 'grad_norm': '0.1675', 'learning_rate': '0.0001731', 'epoch': '0.3008'}
{'loss': '3.005', 'grad_norm': '0.1349', 'learning_rate': '0.0001727', 'epoch': '0.304'}
{'loss': '2.856', 'grad_norm': '0.1558', 'learning_rate': '0.0001724', 'epoch': '0.3072'}
{'loss': '3.011', 'grad_norm': '0.2927', 'learning_rate': '0.0001721', 'epoch': '0.3104'}
{'loss': '2.985', 'grad_norm': '0.1609', 'learning_rate': '0.0001718', 'epoch': '0.3136'}
{'loss': '2.933', 'grad_norm': '0.1581', 'learning_rate': '0.0001714', 'epoch': '0.3168'}
{'loss': '2.935', 'grad_norm': '0.1597', 'learning_rate': '0.0001711', 'epoch': '0.32'}
{'loss': '2.906', 'grad_norm': '0.1863', 'learning_rate': '0.0001708', 'epoch': '0.3232'}
{'loss': '2.951', 'grad_norm': '0.1721', 'learning_rate': '0.0001705', 'epoch': '0.3264'}
{'loss': '2.869', 'grad_norm': '0.1496', 'learning_rate': '0.0001701', 'epoch': '0.3296'}
{'loss': '2.929', 'grad_norm': '0.1518', 'learning_rate': '0.0001698', 'epoch': '0.3328'}
{'loss': '2.95', 'grad_norm': '0.1788', 'learning_rate': '0.0001695', 'epoch': '0.336'}
{'loss': '2.955', 'grad_norm': '0.1671', 'learning_rate': '0.0001692', 'epoch': '0.3392'}
{'loss': '2.893', 'grad_norm': '0.1523', 'learning_rate': '0.0001688', 'epoch': '0.3424'}
{'loss': '3.102', 'grad_norm': '0.1859', 'learning_rate': '0.0001685', 'epoch': '0.3456'}
{'loss': '2.979', 'grad_norm': '0.1651', 'learning_rate': '0.0001682', 'epoch': '0.3488'}
{'loss': '2.975', 'grad_norm': '0.1595', 'learning_rate': '0.0001679', 'epoch': '0.352'}
{'loss': '2.91', 'grad_norm': '0.1573', 'learning_rate': '0.0001675', 'epoch': '0.3552'}
{'loss': '3.038', 'grad_norm': '0.1677', 'learning_rate': '0.0001672', 'epoch': '0.3584'}
{'loss': '2.982', 'grad_norm': '0.1458', 'learning_rate': '0.0001669', 'epoch': '0.3616'}
{'loss': '3.043', 'grad_norm': '0.1806', 'learning_rate': '0.0001666', 'epoch': '0.3648'}
